AZRANGERS.GOV,"   p=none; rua=mailto:aeb0dd152b5e362@rep.dmarcanalyzer.com"""
AZRE.GOV,"   p=none;   rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
AZRUCO.GOV,"   p=none;   rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
AZSAL.GOV,"   p=none;   rua=mailto:dmarc_rua@arizona.gov"""
BALDWINCOUNTYAL.GOV,"   p=none; rua=mailto:BCCPhishing@baldwincountyal.gov; ruf=mailto:BCCPhishing@baldwincountyal.gov; sp=none;  adkim=r; aspf=r; rf=afrf"""
BALTIMORECITY.GOV,"   p=none;   rua=mailto:9b027d85@mxtoolbox.dmarc-report.com; ruf=mailto:9b027d85@forensics.dmarc-report.com;"""
BANGORMAINE.GOV,"   p=none; rua=mailto:emailstatus@bangormaine.gov; ruf=mailto:emailstatus@bangormaine.gov; fo=1"""
BARNSTABLECOUNTY-MA.GOV, null
BARTLETTIL.GOV,"  p=none;rua=mailto:dmarc@bartlettil.gov;ruf=mailto:dmarc@bartlettil.gov;"""
BATESVILLEARKANSAS.GOV, null
BATHCOUNTYVA.GOV,"   p=none"""
BAYVOTESFL.GOV,"   p=quarantine; sp=none;   rua=mailto:dmarc@bayvotes.org; ruf=mailto:dmarc@bayvotes.org;  """
BCFP.GOV,   p=none;   rua=mailto:_dl_treasurydmarcrua@treasury.gov
BEACHHAVEN-NJ.GOV,"   p=none"""
BEACONNY.GOV,"   p=none; rua=mailto:beaconit@beaconny.gov;"""
BEAUXARTS-WA.GOV,"   p=none;"""
BEAVERTONOREGON.GOV,"   p=none;   rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
BEDFORDCOUNTYTN.GOV,"   p=none; rua=mailto:9e4c24e2@mxtoolbox.dmarc-report.com; ruf=mailto:9e4c24e2@forensics.dmarc-report.com; fo=1"""
BEDFORDCOUNTYVA.GOV,   p=none;   rua=mailto:EmailAdmin@bedfordcountyva.gov
BELLEPLAINEIOWA.GOV,"   p=none; rua=mailto:john@forbintech.com"""
BELMONT-MA.GOV,"   p=none;   rua=mailto:re+vg8uzbqpdjr@dmarc.postmarkapp.com; sp=none; aspf=r"""
BELMONTNH.GOV,"   p=none;  """
BENBROOK-TX.GOV,"   p=none;   ruf=mailto:DMARC@benbrook-tx.gov; rua=mailto:DMARC@benbrook-tx.gov"""
BENDOREGON.GOV,"   p=none"""
BENTONCOUNTYAR.GOV,"   p=none"""
BERGENFIELDNJ.GOV,"   p=none; adkim=s; aspf=s; rua=mailto:aa127mq133@rua.powerdmarc.com; ruf=mailto:aa127mq133@ruf.powerdmarc.com;  """
BERKELEYCOUNTYSC.GOV,"   p=none"""
BERLINCT.GOV,"  "" ""p=none"""
BERNCO.GOV,"   p=none; rua=mailto:dmarc@bernco.gov"""
BERWICKPA.GOV,"     sp=none; rf=afrf;   ri=86400"""
BERWYN-IL.GOV,"   p=quarantine; rua=mailto:abuse@berwyn-il.gov; fo=0; adkim=r; aspf=r;   rf=afrf;   sp=none"""
BETHELPARKPAPOLICE.GOV,"   p=quarantine; rua=mailto:it@bethelparkpapolice.gov; sp=none; adkim=s;"""
BETSYLEHMANCENTERMA.GOV,"   p=none; rua=mailto:aggrep@chiamass.gov"""
BEVERLYMA.GOV,"   p=none; rua=mailto:webmaster@beverlyma.gov;"""
BILLINGSCOUNTYND.GOV,"  p=none; rua=mailto:postmaster@nd.gov"""
BILLINGSMT.GOV,"   p=none; rua=mailto:f99d18bf2597064@rep.dmarcanalyzer.com; ruf=mailto:f99d18bf2597064@for.dmarcanalyzer.com;  """
BLADENSBURGMD.GOV,"   p=none; rua=mailto:tcollington@bladensburgmd.gov"""
BLUEHILLME.GOV,"   p=none; rua=mailto:smiller@bluehillme.gov; ruf=mailto:smiller@bluehillme.gov; rf=afrf;   ri=86400"""
BOENYC.GOV,"   p=none; rua=mailto:misdevops@boe.nyc"""
BOERNE-TX.GOV,   p=none; rua=mailto:826a7003@mxtoolbox.dmarc-report.com
BOSTON.GOV,   p=none; sp=none; rua=mailto:dmarc@boston.gov
BOTETOURTVA.GOV,"   p=none;   rua=mailto:rua+botetourtva.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+botetourtva.gov@dmarc.barracudanetworks.com"""
BOULDERCOUNTY.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email; ruf=mailto:dmarc@bouldercounty.org;  """
BRADFORDCOUNTYFL.GOV,"   p=none; rua=mailto:it@bradfordcountyfl.gov;"""
BRANSONMO.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email;"""
BRENTWOODCA.GOV,"   p=none; rua=mailto:administrator@brentwoodca.gov; ruf=mailto:administrator@brentwoodca.gov; fo=1"""
BRICKTOWNSHIP-NJ.GOV,"   p=quarantine; rua=mailto:dmarc@bricktownship-nj.gov; ruf=mailto:dmarc@bricktownship-nj.gov; sp=none;   pct=50 """
BRISTOLCT.GOV,"   p=none"""
BRLA.GOV,"   p=none; rua=mailto:23b5ce7aba3c612@rep.dmarcanalyzer.com; ruf=mailto:23b5ce7aba3c612@for.dmarcanalyzer.com;  """
BROKENARROWOK.GOV,"   p=none; rua=mailto:jfreeman@brokenarrowok.gov; ruf=mailto:jfreeman@brokenarrowok.gov;    """
BROOKHAVEN-MS.GOV, null
BROOKLINEMA.GOV,"   p=none; rua=mailto:dmarc_agg@valigov.email"""
BROOKLYNOHIO.GOV,"   p=none; rua=mailto:pfoyw1ek@ag.dmarcian.com; ruf=mailto:pfoyw1ek@fr.dmarcian.com"""
BROOKLYNWI.GOV,       sp=none; rua=mailto:dmarc@sw1cn24j.uriports.com
BROWARDCLERK.GOV,   p=none;   rua=mailto:dmarc_rua@browardclerk.gov
BROWNSVILLETN.GOV,"     sp=none; rf=afrf;   ri=86400"""
BRUNSWICKCOUNTYNC.GOV,"   p=none; ruf=mailto:mis.alerts@brunswickcountync.gov"""
BUCKEYEAZ.GOV,     pct=10; rua=mailto:f31566b0@mxtoolbox.dmarc-report.com
BUCKSCOUNTY.GOV,"   p=none;   ruf=mailto:dmarc@buckscounty.org; rua=mailto:dmarc@buckscounty.org"""
BULLHEADCITYAZ.GOV,"  p=none;rua=mailto:_dmarc@bullheadcityaz.gov;ruf=mailto:_dmarc@bullheadcityaz.gov; adkim=r;sp=none;"""
BUREAUCOUNTY-IL.GOV,"   p=none; rua=mailto:nxt@bureaucounty-il.gov;"""
BURIENWA.GOV,"   p=none; rua=mailto:noreply-reports@burienwa.gov;  """
BURTONMI.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email;"""
BUTLERWI.GOV,"   p=quarantine;   pct=25"""
CABQ.GOV,"   p=none;   rua=mailto:re+t2jbosbdmug@dmarc.postmarkapp.com; sp=none; aspf=r;"""
CALCASIEUSHERIFF.GOV,"   p=none;   rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
CALIFORNIACITY-CA.GOV,"   p=none; rua=mailto:cvlbmnwo@ag.dmarcian.com; ruf=mailto:cvlbmnwo@fr.dmarcian.com;"""
CAMBRIDGERETIREMENTMA.GOV,"   p=none;   adkim=r"""
CANALWINCHESTEROHIO.GOV,"   p=none; rua=mailto:rbrown@canalwinchesterohio.gov; pct=80;"""
CANFIELD.GOV,"  p=none;sp=none;adkim=r;aspf=r; fo=0;rf=afrf;ri=86400"""
CANTONMS.GOV,"   p=none"""
CAPECOD.GOV, null
CAPEMAYCOUNTYNJ.GOV,"   p=none; rua=mailto:dmarc@capemaycountynj.gov; ruf=mailto:dmarc@capemaycountynj.gov;  """
CARLISLEMA.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email"""
CARPENTERSVILLEIL.GOV,   p=none; rua=mailto:kroberts@cville.org
CARPINTERIACA.GOV,"   p=none; rua=mailto:foster@policore.com; ruf=mailto:foster@policore.com;   adkim=r; aspf=r"""
CARTERETCOUNTYNC.GOV,"   p=none; rua=mailto:ghlyirbu@ag.dmarcian.com; ruf=mailto:ghlyirbu@fr.dmarcian.com"""
CARTERSVILLEGA.GOV,   p=none; rua=mailto:dmarc_reporting@cartersvillega.gov
CASSCOUNTYMN.GOV,"  p=none; rua=mailto:dmarc@casscountymn.gov; ruf=mailto:dmarc@casscountymn.gov; fo=1"""
CATHEDRALCITY.GOV,"   p=none; rua=mailto:mxsec@cathedralcity.gov; ruf=mailto:mxsec@cathedralcity.gov; sp=none; ri=86400"""
CATRONCOUNTYNM.GOV,"   p=none;"""
CBHCFL.GOV, null
CDAID.GOV,"   rua=mailto:re+jr3sjcqqe5b@inbound.dmarcdigests.com; sp=none;"""
CEBAF.GOV,"    rua=mailto:re+nr7hpgyfnqz@dmarc.postmarkapp.com;sp=none;aspf=r;adkim=r;ruf=mailto:jlab-dmarc-fore@jlab.org"""
CECILGA.GOV, null
CELINAOHIOPD.GOV,"   p=none"""
CENTERCO.GOV,"   p=none; rua=mailto:info@centerco.gov"""
CENTRALFALLSRI.GOV,"   p=none; rua=mailto:postmaster@cfpd.centralfallsri.gov; ruf=mailto:postmaster@cfpd.centralfallsri.gov; fo=1"""
CFA.GOV,   p=none;   rua=mailto:reports@dmarc.cyber.dhs.gov
CFPB.GOV,  p=none;rua=mailto:reports@dmarc.cyber.dhs.gov
CHAMBERSTX.GOV,"  p=none; rua=mailto:4ue6l1gg@ag.dmarcian.com; """
CHAMBLEEGA.GOV,"   p=none;   rua=mailto:rua+chambleega.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+chambleega.gov@dmarc.barracudanetworks.com"""
CHANDLERAZ.GOV,"   p=none;   rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
CHANDLERAZPD.GOV,"  p=none; rua=mailto:dmarc-reports@chandlerazpd.gov"""
CHATHAMCOUNTYNC.GOV,"   p=none; rua=mailto:itengteam@chathamcountync.gov; ruf=mailto:itengteam@chathamcountync.gov;sp=none; ri=86400"""
CHEHALIS-NSN.GOV,"   p=none; rua=mailto:postmaster@chehalis-nsn.gov; aspf=r"""
CHEMUNGCOUNTYNY.GOV,"   p=none; rua=mailto:dmarc@chemungcountyny.gov; ruf=mailto:dmarc@chemungcountyny.gov"""
CHESTERCOUNTYSC.GOV,"   p=none; rua=mailto:dmarc@ChesterCountySC.gov; ruf=mailto:dmarc@ChesterCountySC.gov"""
CHIAMASS.GOV,"   p=none; rua=mailto:aggrep@chiamass.gov"""
CHICAGO.GOV,"   p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1"""
CHICAGOELECTIONS.GOV,   p=none; rua=mailto:infosec@chicagoelections.gov
CHICOCA.GOV,"   p=none; sp=none; rua=mailto:bjxfl9r8q1@rua.powerdmarc.com; ruf=mailto:bjxfl9r8q1@ruf.powerdmarc.com;  """
CHIPPEWACOUNTYMI.GOV,"   p=none;   rua=mailto:techies@dstech.net; ruf=mailto:techies@dstech.net"""
CHITIMACHA.GOV,"   p=quarantine; rua=mailto:demarc@chitimacha.gov; ruf=mailto:demarc@chitimacha.gov; sp=none; rf=afrf;   ri=86400"""
CHNJ.GOV,"   p=none; rua=mailto:dmarc@chtownship.com; ruf=mailto:cherryhillmail@chtownship.com; fo=1"""
CHULAVISTACA.GOV,"   p=none; rua=mailto:2f2a227d@mxtoolbox.dmarc-report.com; ruf=mailto:2f2a227d@forensics.dmarc-report.com"""
CIA.GOV,"   p=none;   rua=mailto:demarcreports@uce.cia.gov; ruf=mailto:demarcfailures@uce.cia.gov"""
CITYKANKAKEE-IL.GOV,"   p=quarantine; sp=none; rua=mailto:support@citykankakee-il.gov!2m; ruf=mailto:support@citykankakee-il.gov!2m; rf=afrf; pct=25; ri=86400"""
CITYOFAIKENSC.GOV,"   p=quarantine; pct=20; rua=mailto:postmaster@cityofaikensc.gov"""
CITYOFALCOA-TN.GOV, null
CITYOFBINGHAMTON.GOV,"   p=none"""
CITYOFBOSTON.GOV,   p=none; sp=none; rua=mailto:dmarc@boston.gov
CITYOFCHETEK-WI.GOV, null
CITYOFCONWAY-AR.GOV,"   p=none; rua=mailto:o365admins@conwayarkansas.gov; ruf=mailto:o365admins@conwayarkansas.gov; s  ri=86400"""
CITYOFFARMERSVILLE-CA.GOV,"   p=none;  """
CITYOFFARMINGTON-AR.GOV,"   p=none;"""
CITYOFGUNNISON-CO.GOV,"   p=none; rua=mailto:7612fbb3@mxtoolbox.dmarc-report.com; ruf=mailto:7612fbb3@forensics.dmarc-report.com;"""
CITYOFHARVEYIL.GOV,"   p=none; rua=mailto:admin@cityofharveyil.gov;"""
CITYOFKEYWEST-FL.GOV,"   p=none;   rua=mailto:rua+cityofkeywest-fl.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+cityofkeywest-fl.gov@dmarc.barracudanetworks.com"""
CITYOFLFP.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email"""
CITYOFMILLENGA.GOV,"   p=none; rua=mailto:dmarc@cityofmillenga.gov; ruf=mailto:dmarc@cityofmillenga.gov; fo=1"""
CITYOFPIGEONFORGETN.GOV,"     pct=1; rua=mailto:dmarc.reports@cityofpigeonforgetn.gov; ruf=mailto:dmarc.reports@cityofpigeonforgetn.gov"""
CITYOFPINEBLUFF-AR.GOV,"   p=none;  """
CITYOFPORTLANDTN.GOV, null
CITYOFROCHESTER.GOV," ""\  p=none; rua=mailto:0tgrl5up@ag.dmarcian.com; ruf=mailto:0tgrl5up@fr.dmarcian.com\"""""
CITYOFSENATOBIAMS.GOV, null
CITYOFTITUSVILLEPA.GOV,"   p=none; rua=mailto:support@techworx.io; ruf=mailto:support@techworx.io; fo=1"""
CITYOFWOODWARD-OK.GOV,"   p=none;   rua=mailto:security@cityofwoodward-ok.gov; ruf=mailto:security@cityofwoodward-ok.gov"""
CLARKCOUNTYOHIO.GOV,"   p=none"""
CLAYTONCOUNTYIA.GOV,"   p=none;   rua=mailto:dmarc@claytoncountyia.gov; ruf=mailto:dmarc@claytoncountyia.gov; fo=1"""
CLEVELANDHEIGHTS.GOV,"   p=none; rua=mailto:dmarc@clevelandheights.gov; ruf=mailto:dmarc@clevelandheights.gov"""
CLEWISTON-FL.GOV,"   p=none; rua=mailto:info@clewiston-fl.gov; ruf=mailto:info@clewiston-fl.gov; sp=none; ri=86400"""
CLINTONCOUNTY-IA.GOV,"   p=none;   rua=mailto:dmarc@clintoncounty-ia.gov; ruf=mailto:dmarc@clintoncounty-ia.gov; fo=1"""
CLINTONTOWNSHIP-MI.GOV,"   p=none; rua=mailto:dmarc_agg@vali.email"""
CMTS.GOV,   p=none; sp=none;     rf=afrf;   rua=mailto:DMARC_reports@dot.gov
COCOAFL.GOV,"   p=none; rua=mailto:itmonitoring@cocoafl.org; ruf=mailto:itmonitoring@cocoafl.org;  """
COLLEGEVILLE-PA.GOV,"   p=none;   rua=mailto:re+elcela4wspb@dmarc.postmarkapp.com"""
COLLIERVILLETN.GOV,"   p=none; ruf=mailto:sysad@colliervilletn.gov; rua=mailto:sysad@colliervilletn.gov"""
COLORADO.GOV,"   p=none;   rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
COLORADORANGERS.GOV,"   sp=none;adkim=s;aspf=s; fo=0;rf=afrf;ri=86400"""
COLORADOSOS.GOV,   p=none;   rua=mailto:1450a079a36a.a@dmarcinput.com
COLUSA-NSN.GOV,"     rua=mailto:it-systems@colusa-nsn.gov; ruf=mailto:it-systems@colusa-nsn.gov; rf=afrf; sp=none; fo=0:1;     adkim=s; aspf=s"""
COMO.GOV,"   p=none; rua=mailto:spf.report@como.gov"""
CONSUMERFINANCE.GOV,  p=none;rua=mailto:reports@dmarc.cyber.dhs.gov
CONWAYARKANSAS.GOV,"   p=none; rua=mailto:o365admins@conwayarkansas.gov; ruf=mailto:o365admins@conwayarkansas.gov; s  ri=86400"""
COOKCOUNTYIL.GOV,"   p=none; rua=mailto:aggregate@cookcountyil.gov"""
COR.GOV,"   p=none;   rua=mailto:dmarc@cor.gov;"""
CORALSPRINGS.GOV,"   p=none; rua=mailto:mimecast@coralsprings.gov; ruf=mailto:mimecast@coralsprings.gov;  """
CORBIN-KY.GOV, null
CORONACA.GOV,"   p=none;  """
COSTILLACOUNTY-CO.GOV,"   p=none; rua=mailto:dmarc@costillacounty-co.gov"""
COTAK.GOV, null
COTTAGEGROVEMN.GOV,"   p=none; rua=mailto:emailreports@cottagegrovemn.gov"""
COWCREEK-NSN.GOV,"  p=quarantine;pct=60;rua=mailto:ccdmarc_admin@cowcreek-nsn.gov"""
COWLITZWA.GOV,"   p=none;   rua=mailto:dmarcReport@cowlitzwa.gov; ruf=mailto:dmarcReport@cowlitzwa.gov; """
CRHC-NSN.GOV,"   p=none"""
CSB.GOV,"   p=none; rua=mailto:dmarc-reports@csb.gov; ruf=mailto:dmarc-reports@csb.gov;   sp=none; fo=1"""
CT.GOV,   p=quarantine; sp=none; rua=mailto:dmarc_agg@valigov.email
CULLMANAL.GOV, null
CUMBERLANDCOIL.GOV,"   p=none"""
CUMBERLANDCOUNTYPA.GOV,"   p=quarantine; sp=none; rua=mailto:bsfquarantine@cumberlandcountypa.gov; ruf=mailto:bsfquarantine@cumberlandcountypa.gov; rf=afrf;   ri=86400"""
CUMBERLANDCOUNTYTN.GOV, null
CURRITUCKCOUNTYNC.GOV,"   p=none; rua=mailto:kexhmjp1@ag.us.dmarcian.com; ruf=mailto:kexhmjp1@fr.us.dmarcian.com;   s """
CUYAHOGACOUNTY.GOV,   p=none;   rua=mailto:dmarc@cuyahogacounty.us
DARIENCT.GOV,"   p=quarantine; rua=mailto:sengland@darienct.gov; pct=90; sp=none"""
DARIENTOWNWI.GOV,"   p=none;"""
DARIENVILLAGEWI.GOV,"   p=none; """
DAUPHINCOUNTY.GOV,"   p=none; rua=mailto:dmarc@dauphincounty.gov; ruf=mailto:dmarcf@dauphincounty.gov;  """
DAVIDSONCOUNTYNC.GOV,"   p=none;   rua=mailto:dmarc@davidsoncountync.gov; ruf=mailto:dmarc@davidsoncountync.gov; fo=1"""
DAVIECOUNTYNC.GOV,"   p=none;rua=mailto:postmaster@daviecountync.gov"""
DAVISCOUNTYUTAH.GOV,"   p=none; rua=mailto:admin@co.davis.ut.us"""
DAWSONCOUNTYGA.GOV,"  p=none; rua=mailto:cburt@dawsoncountyga.gov"""
DAYTONOHIO.GOV,"   p=none; rua=mailto:it-postmaster@daytonohio.gov; ruf=mailto:it-postmaster@daytonohio.gov; ri=84600;"""
DC.GOV,"   p=none; rua=mailto:a6p7qzhr@ag.dmarcian.com;"""
DCCOUNCIL.GOV,"   p=none; rua=mailto:zfzn9g7p@ag.us.dmarcian.com;"""
